idinspection,inspector_name,fruit,inspection_date,container,exporter,importer,vessel,arrival_date,o2_level_percent,co2_level_percent,pulp_temp_c,atmosphere,etd,int_pallet_nr,pallet_number,caliber,box_net_weight_g,grower,grw_boxes_per_pallet,total_boxes_per_pallet,packing_date,peduncular_mold,decay,soft,dehydrated,cold_damage,bruises,open_injury,scissor_damage,russet_greater_than_4_cm,insect_damage,sunburn,deformed,inspected_boxes
671,Sarah,AVOCADOS,2017-01-05,SUDU931036-7,CITRICS CL,MMS,SANTA CATALINA,2017-12-29,4.3,8.0,5.1,XTENDFRESH,2016-12-09,671,5480475585,7,10444,SAN CARLOS,120,120,2016-11-23,1,0,1,0,0,1,0,0,2,0,1,2,2
672,Arjun,AVOCADOS,2017-01-05,SUDU962715-3,SJ EXPORT,MKVTRB,SANTA ANA,2018-01-16,4.1,8.8,4.8,STARCOOL,2016-12-08,672,5480475292,14,9951,LAS ROSAS,120,120,2016-12-12,0,0,0,1,0,1,0,0,2,0,0,0,2
673,Emily,AVO 4K,2017-01-05,BMOU963865-0,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,3.8,8.3,5.0,STARCOOL,2016-12-16,673,5480474969,5,10619,AAA,300,300,2016-12-12,0,0,0,0,4,0,1,0,6,1,0,0,2
674,Sarah,AVOCADOS,2017-01-05,SUDU931036-7,BIO CITRICS,FRUITS EXOTICS,MSC ASDA,2017-01-10,4.6,8.6,4.4,STARCOOL,2016-12-09,674,5480475189,22,10168,RCQ,120,120,2016-12-01,0,0,0,1,0,0,1,0,6,0,0,3,2
675,Jost,AVOCADOS,2017-01-05,BMOU 961339-2,SJ EXPORT,AVOPRIME,MSC ASDA,2018-01-19,8.6,7.9,,STARCOOL,2016-12-16,675,27459,12,10609,TRES MONTES,120,120,2017-12-13,0,0,0,0,0,0,0,0,6,0,0,0,2
676,Sarah,MANDARINS,2017-01-05,BMOU963885-2,SOUTH CITRICS EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-12-29,8.6,8.8,,STARCOOL,2016-12-16,676,5480469206,26,10490,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,0,2
677,Emily,AVOCADOS,2017-01-05,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,SANTA CLARA,2017-01-09,4.2,7.5,4.4,STARCOOL,2016-12-16,677,5480462087,1-x,9951,TRES MONTES,120,120,2016-11-24,2,0,0,0,0,0,0,3,3,0,0,3,2
678,Jost,MANDARINS,2017-01-05,SUDU931036-7,AGRICOLA SUR SA,AVOPRIME,MSC CHLOE,2017-01-09,4.1,7.1,4.4,STARCOOL,2016-12-16,678,27459,14,10080,TRES MONTES,120,120,2016-11-24,0,0,0,0,2,0,0,1,3,0,0,1,2
679,Arjun,AVOCADOS,2017-01-05,SUDU396415-5,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2019-01-19,8.6,7.1,,STARCOOL,2016-12-01,679,27452,18,9951,RCQ,120,120,2016-12-12,0,0,1,1,0,1,0,0,3,0,0,1,2
680,Raul,MANDARINS,2017-01-05,BMOU963885-2,CITRICS CL,AVOPRIME,SANTA ANA,2017-01-05,4.1,7.0,4.4,STARCOOL,2016-12-09,680,5480475583,18,10227,TRES MONTES,120,120,2016-12-12,0,0,2,0,0,0,1,0,1,0,0,0,2
681,Sarah,MANDARINS,2017-01-05,SUDU931477-9,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC ASDA,2017-01-10,3.8,7.0,4.8,STARCOOL,2016-12-08,681,27459,3,10216,SAN CARLOS,120,120,2016-12-06,0,0,0,0,0,0,0,0,4,1,0,0,2
682,Arjun,AVOCADOS,2017-01-05,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2017-01-09,4.4,7.1,6.2,STARCOOL,2016-12-16,682,5480474969,22,10120,SAN CARLOS,120,120,2016-12-07,1,0,0,0,0,0,0,0,3,0,0,2,2
683,Emily,AVO 4K,2017-01-05,BMOU963865-0,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA CLARA,2019-01-19,3.9,7.5,6.2,STARCOOL,2017-12-20,683,5480489019,16,10348,RCQ,300,300,2016-11-23,0,0,0,0,0,1,1,0,2,0,1,0,2
684,Lucas,MANDARINS,2017-01-05,BMOU961097-9,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-12,4.4,8.8,4.8,STARCOOL,2016-12-08,684,5480462087,1-x,10022,LP,120,120,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,2,2
685,Arjun,AVOCADOS,2017-01-05,BMOU961097-9,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.4,4.1,,2016-12-01,685,5480475303,18,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,3,3,0,0,1,1
686,Jost,MANDARINS,2017-01-05,BMOU963885-2,AGRICOLA SUR SA,MMS,MSC CARIBEAN,2017-01-10,4.0,8.8,4.8,STARCOOL,2016-12-16,686,5480475298,18,9951,SAN CARLOS,120,120,2016-11-30,0,0,0,0,0,1,1,0,3,0,0,1,2
687,Arjun,MANDARINS,2017-01-05,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,8.9,4.6,STARCOOL,2016-12-16,687,5480473501,16,9951,TRES MONTES,120,120,2016-12-07,3,0,0,0,0,0,0,0,3,1,0,0,2
688,Emily,MANDARINS,2017-01-05,SUDU233321-1,SOUTH CITRICS EXPORT,AVOPRIME,MSC CHLOE,2017-01-05,3.9,7.0,5.4,STARCOOL,2016-12-16,688,5480475284,16,9951,AGRICOLA AA,120,120,2018-12-13,0,0,0,0,0,0,0,0,2,0,0,3,2
689,Raul,AVOCADOS,2017-01-05,HLBU 907075-0,BIO CITRICS,FRUITS EXOTICS,SAN CLEMENTE,2017-01-09,4.2,7.1,4.4,STARCOOL,2016-12-08,689,5480473501,18,10363,TRES MONTES,120,120,2017-12-02,0,1,0,0,0,0,1,0,1,0,1,2,1
690,Lucas,MANDARINS,2017-01-05,HLBU 907275-2,AGRICOLA SUR SA,EUROCITRICS,MSC CHLOE,2017-01-09,4.4,7.0,6.2,STARCOOL,2017-12-22,690,5480467753,1-xxx,10106,LP,120,120,2016-12-01,0,1,1,0,0,0,0,0,3,0,1,0,2
691,Jost,AVOCADOS,2017-01-05,HLBU 907275-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.5,3.8,STARCOOL,2016-12-08,691,5480475583,1-xxx,9951,SAN CARLOS,120,120,2017-12-13,0,0,0,0,0,0,0,0,3,0,0,0,2
692,Sarah,AVOCADOS,2017-01-05,SUDU931477-9,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2017-01-10,4.4,7.5,5.5,STARCOOL,2017-12-25,692,5480469206,9,9951,TRES MONTES,120,120,2016-12-12,1,0,1,1,0,0,1,0,6,1,0,0,2
693,Emily,AVO 4K,2017-01-05,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.7,7.0,5.1,STARCOOL,2017-12-20,693,5480489019,20,9951,SAN CARLOS,300,300,2016-12-01,0,0,0,0,5,1,0,0,6,0,0,0,2
694,Emily,MANDARINS,2017-01-05,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,SANTA ANA,2017-01-10,4.8,7.5,5.0,STARCOOL,2017-12-22,694,27452,3,9951,RCQ,120,120,2017-12-02,0,0,0,1,0,1,1,0,4,0,0,2,4
695,Lucas,MANDARINS,2017-01-05,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2017-01-10,4.0,8.8,5.1,STARCOOL,2016-12-16,695,5480475304,3,10330,AGRICOLA AA,120,120,2017-12-13,0,0,1,0,0,0,1,2,1,0,0,2,2
696,Sarah,MANDARINS,2017-01-05,BMOU963131-2,SJ EXPORT,AVOPRIME,SANTA JULIA,2017-01-10,4.0,7.1,3.8,STARCOOL,2016-12-16,696,5480467950,20,10568,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,3,0,0,0,2
697,Sarah,AVO 4K,2017-01-05,SUDU931036-7,SJ EXPORT,EUROCITRICS,MSC CHLOE,2017-01-10,3.9,7.5,,STARCOOL,2016-12-09,697,F548003,14,9951,RCQ,300,300,2016-11-24,0,0,1,0,0,0,0,0,6,0,0,0,2
698,Sarah,AVOCADOS,2017-01-05,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2017-12-29,4.4,8.8,6.2,STARCOOL,2016-12-01,698,5480475189,1-xx,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,1,0,0,3,0,0,2,2
699,Emily,AVO 4K,2017-01-05,SUDU931036-7,SJ EXPORT,MMS,SANTA CLARA,2017-01-10,3.9,,5.1,STARCOOL,2016-12-09,699,5480461914,14,10041,SAN CARLOS,300,300,2016-12-06,0,0,0,0,2,0,1,0,1,0,1,0,2
700,Arjun,MANDARINS,2017-01-05,BMOU 963197-1,CITRICS CL,EUROCITRICS,MSC CHLOE,2017-01-09,3.8,8.6,5.1,XTENDFRESH,2016-12-01,700,5480469298,22,9951,TRES MONTES,120,120,2017-12-10,0,0,0,0,0,0,0,0,1,0,0,0,2
701,Arjun,AVO 4K,2017-01-05,BMOU 963197-1,SJ EXPORT,EUROCITRICS,SAN CLEMENTE,2017-12-28,4.0,7.9,6.2,STARCOOL,2017-12-23,701,5480467819,14,9951,RCQ,300,300,2017-12-15,0,0,1,0,1,0,1,0,1,0,0,0,2
702,Sarah,AVOCADOS,2017-01-05,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC ARTIC,2017-12-28,3.9,8.9,4.8,STARCOOL,2016-12-16,702,5480475284,14,10588,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,1,0,0,0,2
703,Sarah,AVOCADOS,2017-01-05,BMOU960422-0,BIO CITRICS,MKVTRB,MSC ATHENS,2017-01-17,3.9,,4.4,STARCOOL,2018-12-23,703,5480469206,1-x,10567,SAN CARLOS,120,120,2016-12-01,0,0,0,0,1,0,1,2,2,0,0,2,2
704,Sarah,MANDARINS,2017-01-05,BMOU 963267-0,BIO CITRICS,FRUITS EXOTICS,MSC ATHENS,2017-01-10,4.4,,4.8,STARCOOL,2016-12-16,704,F542622,3,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,6,0,0,1,2
705,Raul,AVO 4K,2017-01-05,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-09,3.9,7.0,4.4,STARCOOL,2017-12-26,705,F548003,18,10452,SAN CARLOS,300,300,2016-12-12,0,0,0,0,0,0,0,0,6,0,0,0,2
706,Sarah,AVO 4K,2017-01-05,SUDU396415-5,BIO CITRICS,FRUITS EXOTICS,MSC CHLOE,2018-01-16,3.9,8.0,,STARCOOL,2016-12-16,706,F544133,16,10865,SAN CARLOS,300,300,2016-12-13,0,0,0,0,2,0,0,0,1,0,0,0,2
707,Arjun,AVOCADOS,2017-01-05,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.6,6.3,3.8,,2016-12-01,707,5480475585,14,9951,LP,120,120,2016-12-07,0,0,1,1,0,1,1,0,1,0,0,3,2
708,Lucas,AVO 4K,2017-01-05,BMOU960422-0,SJ EXPORT,MMS,SAN CLEMENTE,2017-01-12,4.6,7.5,6.2,STARCOOL,2019-01-26,708,5480462082,1-x,10344,TRES MONTES,300,300,2016-11-24,0,0,1,1,0,1,1,0,3,0,0,0,1
709,Arjun,MANDARINS,2017-01-05,BMOU 961339-2,AGRICOLA SUR SA,MMS,MSC CHLOE,2017-01-10,3.9,7.4,3.8,STARCOOL,2016-12-08,709,27452,20,9951,SAN CARLOS,120,120,2016-12-01,0,0,0,2,0,0,0,0,2,0,0,2,2
710,Muayad,AVOCADOS,2017-01-05,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.1,8.8,5.5,EXTRAFRESH,2017-12-23,710,5480475189,12,10040,LP,120,120,2017-12-13,1,0,0,0,0,0,1,3,2,0,0,0,2
711,Arjun,MANDARINS,2017-01-05,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,8.6,8.8,5.5,XTENDFRESH,2016-12-16,711,5480462087,14,9951,SAN CARLOS,120,120,2018-12-13,0,0,1,0,0,1,1,2,2,0,0,2,2
712,Emily,MANDARINS,2017-01-05,MSCU267656-1,SJ EXPORT,FRUITS EXOTICS,CMA CGM NIAGARA,2017-12-29,4.6,8.0,4.6,XTENDFRESH,2016-12-16,712,5480475294,1-xx,9951,SAN CARLOS,120,120,2016-12-01,1,0,1,0,2,1,1,0,4,0,0,0,2
713,Sarah,AVOCADOS,2017-01-05,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.6,,,,2017-12-25,713,5480469108,12,9951,SAN CARLOS,120,120,2017-12-13,0,0,0,5,1,0,0,3,3,0,0,2,2
714,Muayad,MANDARINS,2017-01-05,BMOU 961339-2,CITRICS CL,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,4.6,7.1,6.2,STARCOOL,2016-12-16,714,F543123,1-xx,9951,RCQ,120,120,2016-12-07,1,0,0,0,0,0,1,0,3,0,0,0,2
715,Killian,MANDARINS,2017-01-05,SUDU396415-5,SJ EXPORT,MKVTRB,MSC CHLOE,2017-01-10,4.0,,6.2,,2016-12-16,715,5480469108,14,9951,AGRICOLA AA,120,120,2016-12-13,0,0,0,0,1,0,0,0,4,0,0,3,2
716,Arjun,AVOCADOS,2017-01-05,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2019-01-19,4.2,7.4,,STARCOOL,2016-12-08,716,5480469206,9,10362,LP,120,120,2016-12-12,0,0,1,1,0,0,1,2,2,0,0,0,2
717,Sarah,AVOCADOS,2017-01-05,SUDU931477-9,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,3.9,8.8,4.8,STARCOOL,2016-12-01,717,F542696,22,10384,SAN CARLOS,120,120,2016-11-30,0,0,0,0,0,0,0,0,1,0,0,2,2
718,Sarah,MANDARINS,2017-01-05,HLBU 907275-2,SOUTH CITRICS EXPORT,EUROCITRICS,SANTA ANA,2017-01-10,3.9,8.8,6.2,STARCOOL,2016-12-16,718,5480475294,1-x,10399,LAS ROSAS,120,120,2016-12-05,0,0,0,1,0,0,0,0,3,0,1,5,2
719,Lucas,AVO 4K,2017-01-05,BMOU 963110-1,SOUTH CITRICS EXPORT,MKVTRB,MSC ATHENS,2019-02-22,3.9,6.3,,XTENDFRESH,2016-12-16,719,5480468117,16,10184,RCQ,300,300,2016-12-01,1,0,0,0,0,0,1,4,1,0,0,2,1
720,Sarah,AVOCADOS,2017-01-05,HLBU 907275-2,SJ EXPORT,EUROCITRICS,SANTA CATALINA,2017-01-10,4.4,8.8,3.8,STARCOOL,2016-12-02,720,5480467950,20,9951,AGRICOLA AA,120,120,2016-11-23,0,0,0,0,0,0,1,0,6,0,0,0,1
721,Jost,AVOCADOS,2017-01-05,BMOU963131-2,SJ EXPORT,AVOPRIME,SANTA CATALINA,2017-01-10,3.7,7.5,4.8,STARCOOL,2016-12-16,721,5480475303,18,9967,SAN CARLOS,120,120,2019-01-16,0,0,0,0,0,0,0,0,6,0,0,0,2
722,Arjun,MANDARINS,2017-01-05,SUDU931036-7,SJ EXPORT,MMS,MSC CHLOE,2017-01-05,4.4,7.0,5.0,STARCOOL,2017-12-23,722,5480475292,16,9951,SAN CARLOS,120,120,2017-12-10,0,0,0,0,0,0,1,0,1,0,0,0,2
723,Killian,AVOCADOS,2017-01-05,BMOU963865-0,AGRICOLA SUR SA,MKVTRB,SAN CLEMENTE,2018-01-16,4.0,8.3,4.4,STARCOOL,2017-12-25,723,F542697,1-x,10167,SAN CARLOS,120,120,2016-12-12,0,0,1,0,0,0,1,2,2,0,0,0,2
724,Killian,MANDARINS,2017-01-05,SUDU931477-9,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2018-01-16,4.0,7.1,,,2017-12-22,724,F544133,5,9951,TRES MONTES,120,120,2016-12-13,0,0,0,0,0,0,1,0,1,0,0,2,2
725,Muayad,AVOCADOS,2017-01-05,BMOU 963197-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,8.8,4.8,STARCOOL,2016-12-09,725,5480488423,1-xx,10634,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,0,2,1,0,1,2,2
726,Arjun,AVOCADOS,2017-01-05,BMOU960422-0,SJ EXPORT,EUROCITRICS,MSC ATHENS,2017-01-17,4.3,8.8,4.4,EXTRAFRESH,2016-12-16,726,F542696,12,10172,AGRICOLA AA,120,120,2016-11-24,0,0,0,0,0,1,1,0,2,0,0,2,2
727,Lucas,MANDARINS,2017-01-05,SUDU931036-7,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2017-01-17,4.0,8.3,5.0,STARCOOL,2018-12-23,727,5480475284,16,10645,SAN CARLOS,120,120,2016-11-29,0,0,0,0,0,0,1,0,0,0,0,0,2
728,Emily,AVO 4K,2017-01-05,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2018-01-16,3.8,8.0,5.1,STARCOOL,2017-12-23,728,5480469214,3,10015,SAN CARLOS,300,300,2016-12-07,0,0,0,0,2,1,1,2,2,0,0,2,2
729,Jost,AVO 4K,2017-01-05,BMOU 963110-1,AGRICOLA SUR SA,MMS,MSC CHLOE,2017-01-09,3.9,8.8,,STARCOOL,2017-12-23,729,5480468102,16,10313,SAN CARLOS,300,300,2016-12-12,0,0,0,0,3,0,1,0,6,0,0,0,4
730,Arjun,MANDARINS,2017-01-05,MSCU654560-2,CITRICS CL,EUROCITRICS,MSC CHLOE,2017-01-10,4.0,7.0,5.1,STARCOOL,2016-12-08,730,F548003,22,9951,LAS ROSAS,120,120,2016-12-07,0,0,0,2,0,0,1,3,2,0,0,1,1
731,Arjun,AVOCADOS,2017-01-05,BMOU963131-2,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,8.6,7.5,4.1,STARCOOL,2017-12-23,731,5480468086,18,9951,TRES MONTES,120,120,2016-11-24,1,0,1,0,0,1,1,0,2,0,0,0,2
732,Emily,AVOCADOS,2017-01-05,BMOU963865-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-10,8.6,7.2,,STARCOOL,2016-12-08,732,5480461914,16,10302,SAN CARLOS,120,120,2016-12-13,0,1,0,0,1,0,1,0,3,0,0,2,2
733,Raul,AVO 4K,2017-01-05,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,7.1,4.8,STARCOOL,2016-12-16,733,F544133,14,10575,SAN CARLOS,300,300,2016-12-07,0,0,0,0,0,0,0,0,6,0,0,0,2
734,Killian,MANDARINS,2017-01-05,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SANTA CLARA,2017-01-10,4.4,7.1,5.5,STARCOOL,2016-12-16,734,5480475294,20,10655,AAA,120,120,2017-12-13,0,0,0,0,0,0,0,0,3,0,0,0,2
735,Jost,AVOCADOS,2017-01-05,SUDU233321-1,BIO CITRICS,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-05,4.4,8.8,5.5,STARCOOL,2017-12-23,735,5480468086,1-x,9951,TRES MONTES,120,120,2017-12-26,0,0,0,0,0,0,0,0,2,0,0,0,2
736,Sarah,MANDARINS,2017-01-05,BMOU963865-1,SOUTH CITRICS EXPORT,AVOPRIME,MSC CHLOE,2017-12-28,3.8,8.8,5.1,XTENDFRESH,2018-12-23,736,5480462082,20,10637,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,0,3,1,0,0,0,2
737,Arjun,AVOCADOS,2017-01-05,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.4,7.5,,STARCOOL,2016-12-09,737,5480467950,14,10054,SAN CARLOS,120,120,2017-12-10,0,0,0,0,0,1,0,0,2,0,0,1,2
738,Arjun,MANDARINS,2017-01-05,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2019-02-22,4.0,6.3,5.0,STARCOOL,2016-12-01,738,5480488119,1-x,9951,SAN CARLOS,120,120,2016-11-29,3,0,0,1,0,0,0,0,3,0,1,0,2
739,Arjun,AVO 4K,2017-01-05,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.2,8.8,6.2,XTENDFRESH,2016-12-16,739,5480468502,16,10304,AGRICOLA AA,300,300,2016-12-06,0,0,0,5,0,0,0,0,3,0,0,0,2
740,Sarah,AVOCADOS,2017-01-05,BMOU 963267-0,SJ EXPORT,AVOPRIME,SANTA CATALINA,2017-01-05,3.8,7.4,6.2,STARCOOL,2016-12-16,740,5480475583,1-xx,10632,RCQ,120,120,2017-12-02,0,1,0,0,0,0,0,0,1,0,0,0,2
741,Arjun,MANDARINS,2017-01-05,SUDU962715-3,SJ EXPORT,MMS,SANTA CLARA,2017-01-05,4.6,7.4,6.2,STARCOOL,2016-12-16,741,5480474907,14,10451,AGRICOLA AA,120,120,2017-12-15,0,0,1,0,0,0,1,0,1,0,0,1,1
742,Jost,AVOCADOS,2017-01-05,BMOU963865-0,SJ EXPORT,EUROCITRICS,CMA CGM NIAGARA,2017-01-09,8.6,8.8,5.5,STARCOOL,2017-12-25,742,5480475304,16,10545,RCQ,120,120,2016-12-06,0,0,0,1,0,0,0,0,2,0,1,1,2
743,Emily,AVOCADOS,2017-01-05,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2018-01-19,3.8,8.3,4.8,STARCOOL,2016-12-16,743,5480467950,18,10560,SAN CARLOS,120,120,2016-12-12,1,0,2,0,0,0,0,0,5,1,0,2,2
744,Sarah,MANDARINS,2017-01-05,SUDU931477-9,SJ EXPORT,AVOPRIME,CMA CGM NIAGARA,2017-01-09,4.4,7.2,6.2,STARCOOL,2016-12-16,744,F544133,14,10239,TRES MONTES,120,120,2016-12-07,0,0,2,0,0,0,0,0,1,0,0,0,2
745,Raul,AVOCADOS,2017-01-05,MSCU267656-1,SJ EXPORT,MMS,SANTA CLARA,2018-01-21,8.6,8.9,,STARCOOL,2017-12-22,745,5480469108,20,10114,SAN CARLOS,120,120,2019-01-16,0,0,0,0,0,0,0,0,6,0,0,0,2
746,Sarah,AVOCADOS,2017-01-05,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,8.6,7.4,5.2,STARCOOL,2016-12-08,746,5480488119,16,10611,TRES MONTES,120,120,2016-12-07,0,0,0,0,0,0,1,0,1,0,0,0,4
747,Lucas,MANDARINS,2017-01-05,SUDU931477-9,SJ EXPORT,AVOPRIME,MSC ATHENS,2017-01-05,4.3,8.8,6.2,STARCOOL,2016-12-16,747,5480475284,12,9951,SAN CARLOS,120,120,2016-12-12,0,1,0,0,0,0,1,0,3,0,0,0,1
748,Sarah,MANDARINS,2017-01-05,BMOU963885-2,CITRICS CL,FRUITS EXOTICS,MSC ANZU,2018-01-19,3.9,8.0,5.5,STARCOOL,2016-12-16,748,5480467776,18,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,4,0,0,2,2
749,Arjun,AVOCADOS,2017-01-05,BMOU963885-2,BIO CITRICS,EUROCITRICS,CMA CGM NIAGARA,2018-01-16,3.9,,4.4,XTENDFRESH,2017-12-25,749,5480469214,1-xxx,10145,AGRICOLA AA,120,120,2016-12-07,0,0,0,0,0,1,0,0,1,0,0,3,2
750,Raul,MANDARINS,2017-01-05,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.4,7.1,5.2,EXTRAFRESH,2017-12-26,750,5480488423,22,10612,SAN CARLOS,120,120,2017-12-10,0,0,0,0,2,0,1,3,3,1,0,0,2
751,Lucas,MANDARINS,2017-01-05,SUDU931036-7,SJ EXPORT,EUROCITRICS,SANTA CATALINA,2017-01-10,4.0,8.0,3.8,STARCOOL,2016-12-08,751,5480467777,20,9951,SAN CARLOS,120,120,2016-12-01,1,0,0,0,5,0,1,0,6,0,0,0,2
752,Muayad,AVOCADOS,2017-01-05,BMOU 963267-0,SJ EXPORT,EUROCITRICS,MSC CHLOE,2017-01-09,4.4,8.9,5.5,STARCOOL,2016-12-16,752,27459,16,10113,SAN CARLOS,120,120,2016-11-24,0,0,1,0,0,0,1,0,6,0,0,0,2
753,Arjun,MANDARINS,2017-01-05,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.9,8.9,3.8,STARCOOL,2016-12-01,753,27459,3,9964,RCQ,120,120,2016-12-07,0,0,0,2,0,1,0,2,3,1,1,0,4
754,Sarah,MANDARINS,2017-01-05,BMOU 963197-1,SJ EXPORT,MKVTRB,MSC ATHENS,2017-12-29,3.8,8.1,4.6,STARCOOL,2016-12-16,754,5480462087,1-xx,10609,RCQ,120,120,2016-12-13,0,0,0,0,0,0,0,0,3,0,1,0,1
755,Lucas,MANDARINS,2017-01-05,BMOU960422-0,CITRICS CL,MKVTRB,MSC ANZU,2017-01-05,3.9,7.9,3.8,STARCOOL,2016-12-08,755,5480465748,26,9951,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,1,0,2,0,0,3,1
756,Sarah,MANDARINS,2017-01-05,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.8,8.0,4.8,STARCOOL,2016-12-09,756,5480467797,16,9951,AGRICOLA AA,120,120,2017-12-10,0,0,1,0,0,0,0,0,5,0,0,0,2
757,Sarah,MANDARINS,2017-01-05,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,3.8,8.8,4.1,EXTRAFRESH,2016-12-16,757,27459,18,10471,SAN CARLOS,120,120,2016-12-13,1,0,0,0,0,0,1,0,3,0,0,0,2
758,Arjun,AVOCADOS,2017-01-05,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-12,3.8,7.4,5.1,STARCOOL,2016-12-16,758,5480467776,18,10276,RCQ,120,120,2016-12-06,0,0,0,1,0,0,1,0,1,0,0,0,2
759,Sarah,MANDARINS,2017-01-05,MSCU361476-7,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.0,7.0,4.6,XTENDFRESH,2016-12-16,759,27452,18,9951,FRA,120,120,2016-12-12,0,0,0,0,0,0,0,0,3,0,0,0,2
760,Sarah,MANDARINS,2017-01-05,BMOU963865-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2018-01-21,3.8,8.6,6.2,STARCOOL,2016-12-01,760,5480462086,18,10641,TRES MONTES,120,120,2016-11-29,0,0,0,0,0,0,1,0,4,0,0,0,2
761,Killian,MANDARINS,2017-01-05,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,SANTA CATALINA,2017-01-05,3.9,6.3,5.1,STARCOOL,2017-12-23,761,5480467773,16,10282,TRES MONTES,120,120,2017-12-10,0,0,0,0,0,0,0,0,3,0,0,0,2
762,Arjun,MANDARINS,2017-01-05,BMOU963865-1,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2018-01-16,4.4,8.8,5.1,EXTRAFRESH,2016-12-09,762,F542697,1-xx,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,1,0,0,1,0,6,0,0,0,2
